字母A
阿杜,#genre#
姜玉阳-盈月,http://em.21dtv.com/songs/60136363.mkv
姜玉阳-还是不能够忘记你的美,http://em.21dtv.com/songs/60019602.mkv
姜玉阳-分手了就不要再想起我,http://em.21dtv.com/songs/60017093.mkv
姜玉阳-如果我不能够爱你,http://em.21dtv.com/songs/60094455.mkv
姜玉阳-最后一次相依偎,http://em.21dtv.com/songs/60060261.mkv
姜玉阳-我想找个女朋友,http://em.21dtv.com/songs/60046425.mkv
姜玉阳-某个男人过了三,http://em.21dtv.com/songs/60070954.mkv
姜玉阳-都是爱情惹的祸,http://em.21dtv.com/songs/60087636.mkv

金莎,#genre#
金莎_星月神话,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_Nea4gUowJ6I4gQ.mp4
金莎-星月神话,https://vd4.bdstatic.com/mda-jjew0iw0dkh9dhh0/sc/mda-jjew0iw0dkh9dhh0.mp4
金莎 - 星月神话 - 《神话》电视剧版插曲,https://cfss.cc/api/kg/85BFDD03D2C948773E62D3566D6DB365.mp4
金莎 - 爱的魔法,https://cfss.cc/api/kg/99AF5AAF9AC15DCDAC03107279C4DA85.mp4
金莎 - 星月神话,https://cfss.cc/api/kg/C1F8DAD9B3C7B64786D32B6CEF22DD42.mp4
金莎 - 他不爱我,https://cfss.cc/api/kg/ADEF89703C6238CF72F82D2242B0227B.mp4
金莎、林俊杰 - 被风吹过的夏天 - 《最佳前男友》电视剧插曲,https://cfss.cc/api/kg/3594E86E45E2E70FE1274E05A7A5E851.mp4
金莎、白冰、张萌、王牌对王牌 - 星月神话 - Live,https://cfss.cc/api/kg/7C31778A9CAEB99B15DE8F2AF33C2CA0.mp4
金莎 - 星月神话 - TMElive 第四届中国华服日-海镜云裳,https://cfss.cc/api/kg/5A050B712414A913A0B32A666C0D928D.mp4
林俊杰、金莎 - 期待爱,https://cfss.cc/api/kg/C72F3A19CEEAC354F3CD68044CB205DF.mp4
林俊杰、金莎 - 发现爱,https://cfss.cc/api/kg/F6AD2202F8F8378B3825EACF46840912.mp4
金莎 - 星月神话 - 安徽卫视2015国剧盛典现场,https://cfss.cc/api/kg/4836AFE28DE40D9B4CAF5D5B1757A8AB.mp4
愛妃 - 【浪姐】彩虹节拍-张雨绮、张含韵、蓝盈莹、金莎、伊能静（降调性转版）,https://cfss.cc/api/kg/481B196B639B27C79BB1CA313970295D.mp4
刘佳、金莎 - 我们结婚吧 - KTV版,https://cfss.cc/api/kg/0E0EE58CB139E8302CF7CC8CCA24DD1F.mp4
金莎-我知道我们不会有结果,http://em.21dtv.com/songs/60046953.mkv
金莎-全世界我只贪一个他,http://em.21dtv.com/songs/60118980.mkv
金莎-你可以不用给我答案,http://em.21dtv.com/songs/60064635.mkv
金莎-我还记得你的微笑,http://em.21dtv.com/songs/60045465.mkv
金莎-亲爱的你还幸福吗,http://em.21dtv.com/songs/60104513.mkv
金莎-总有一天忘了你,http://em.21dtv.com/songs/60070273.mkv
金莎-小王子的漂流瓶,http://em.21dtv.com/songs/60065219.mkv
金莎-亲爱的还幸福吗,http://em.21dtv.com/songs/60034505.mkv
金莎-分手暂时不快乐,http://em.21dtv.com/songs/60017128.mkv
林俊杰+金莎-被风吹过的夏天,http://em.21dtv.com/songs/60010294.mkv
金莎-最后一个夏天,http://em.21dtv.com/songs/60060276.mkv

金润吉,#genre#
三更-金润吉,http://em.21dtv.com/songs/60122194.mkv
金润吉、酷狗首唱会 - 最远的你是我最近的爱 - 金润吉酷狗首唱会现场版,https://cfss.cc/api/kg/7C5DD0E12A9A2F985F07CC4690463593.mp4
金润吉 - 迟来的爱 (新版) - 金润吉酷乐现场版,https://cfss.cc/api/kg/3B37EC8228872344049BD6B084C7E0CE.mp4
金润吉 - Love Love - 《双世宠妃》电视剧插曲,https://cfss.cc/api/kg/54162E83F2529DB58CFFB3A3AA7E9131.mp4
金润吉 - 谢谢你的爱 - 翻唱版,https://cfss.cc/api/kg/76593F5A38B67C423C8C54615F268942.mp4
金润吉 - 学到老爱到老 - 《双世宠妃》网络剧片尾曲,https://cfss.cc/api/kg/BE6EAC321F85D2F3A71F14EA99B1D4DC.mp4
金润吉 - DISCO - 2022浙江卫视虎年新春美好夜,https://cfss.cc/api/kg/76BCD03F1DEE0660268D1C8933CCA495.mp4
金润吉 - 你不要担心 - 闪光的乐队 第1期,https://cfss.cc/api/kg/F54CF460031E0664B1FD297E992A9976.mp4
金润吉 - DISCO,https://cfss.cc/api/kg/EAE12604D75B85C4EFFFABFCAA295F26.mp4
金润吉 - 一缕相思 - 《花间新娘》网剧插曲,https://cfss.cc/api/kg/F122693D838B77C0D35F3E4C49420832.mp4
金润吉、朱星杰、闪光的乐队 - 新贵妃醉酒 - 闪光的乐队 第3期,https://cfss.cc/api/kg/479027EE572D966D78497F0E9472D0AD.mp4
火风、金润吉、丁克森、我爱好声音 - 大花轿 - 2014我爱好声音 第九期现场,https://cfss.cc/api/kg/6AC9139A45AAC061436590219BC85994.mp4
火风、金润吉、丁克森、我爱好声音 - 大花轿 - 2014我爱好声音 第九期现场,https://cfss.cc/api/kg/6AC9139A45AAC061436590219BC85994.mp4
金润吉、朱星杰、闪光的乐队 - 新贵妃醉酒 - 闪光的乐队 第3期,https://cfss.cc/api/kg/479027EE572D966D78497F0E9472D0AD.mp4
金润吉 - 野鸟,https://cfss.cc/api/kg/2944097A9D73B492903B16FE7E9C1D00.mp4
金润吉 - 野鸟 - 《乔家的儿女》电视剧插曲,https://cfss.cc/api/kg/D1E0934BA216C6F4AA714D73C735C666.mp4
金润吉 - 野鸟 (Official Lyric Video),https://cfss.cc/api/kg/A36A90D372211B557758D61513CAEE1F.mp4
金润吉-学到老爱到老,http://em.21dtv.com/songs/60139195.mkv
金润吉-When A Man Loves A Woman,http://em.21dtv.com/songs/60122193.mkv
金润吉-Love Love,http://em.21dtv.com/songs/60114146.mkv
金润吉-就像从未受伤一样,http://em.21dtv.com/songs/60123262.mkv
金润吉-慢慢走 欣赏啊,http://em.21dtv.com/songs/60122197.mkv
金润吉-慢慢走 欣赏啊,http://em.21dtv.com/songs/60114152.mkv

金婷婷,#genre#
亲蜜爱人-金婷婷,http://em.21dtv.com/songs/60123251.mkv
王莉、金婷婷、汤非、周澎 - 母亲是中华 - 2017中央电视台春节联欢晚会,https://cfss.cc/api/kg/49F635444054FC206CD31367C5416190.mp4
金婷婷 - 祝福祖国 - 2013天天把歌唱现场,https://cfss.cc/api/kg/C5017346FA80DF3004FD9F989DB48747.mp4
王莉、金婷婷、汤非、周澎 - 母亲是中华 - 2017中央电视台春节联欢晚会,https://cfss.cc/api/kg/49F635444054FC206CD31367C5416190.mp4
金婷婷 - 我爱你中国 - 2014天天把歌唱现场,https://cfss.cc/api/kg/6716CC3A196E07F7D8D8D49890331034.mp4
金婷婷 - 呼伦贝尔大草原 (KTV版),https://cfss.cc/api/kg/31C7B071BC1F2064DDA43298109C92F4.mp4
金婷婷-小路,http://em.21dtv.com/songs/60144049.mkv
金婷婷-青春小鸟,http://em.21dtv.com/songs/60136962.mkv
金婷婷-走在小康路上,http://em.21dtv.com/songs/60136961.mkv
金婷婷-渔家姑娘在海边,http://em.21dtv.com/songs/60136960.mkv
金婷婷-梨花颂,http://em.21dtv.com/songs/60136959.mkv
金婷婷-帕米尔我的家乡多么美,http://em.21dtv.com/songs/60136958.mkv
金婷婷-女驸马,http://em.21dtv.com/songs/60136957.mkv
金婷婷-坚守,http://em.21dtv.com/songs/60136956.mkv
金婷婷-全家福,http://em.21dtv.com/songs/60136955.mkv
金婷婷-父亲的草原母亲的河,http://em.21dtv.com/songs/60114143.mkv
金婷婷-我的深情为你守候(演唱会),http://em.21dtv.com/songs/60078218.mkv
金婷婷-长大后我就成了你,http://em.21dtv.com/songs/60123255.mkv
金婷婷-我家住在长江边,http://em.21dtv.com/songs/60123252.mkv
金婷婷-世上哪有树缠藤,http://em.21dtv.com/songs/60123250.mkv
金婷婷-枫叶飘落的声音,http://em.21dtv.com/songs/60070689.mkv

金志文,#genre#
梦想家-金志文,http://em.21dtv.com/songs/60117294.mkv
让我一次爱个够-金志文,http://em.21dtv.com/songs/60117296.mkv
金志文、白雪、千斤组合、厉害了!我的歌 - 改变自己 - 2017厉害了!我的歌第一季第九期,https://cfss.cc/api/kg/79E2BF6609FB25BDE991E443B63924C5.mp4
金志文、白雪、厉害了!我的歌 - 千里之外 - 2017厉害了!我的歌第一季第九期,https://cfss.cc/api/kg/FD48F59DCAC5F827225ECA6628D4F8E4.mp4
金志文、赖美云、美好的时光 - 远走高飞 - 《美好的时光》第9期,https://cfss.cc/api/kg/DF35D0BE00CA6ADEADF903A16C7E6FB1.mp4
金志文、蒙面唱将猜猜猜 - 太傻 - 蒙面唱将猜猜猜第一季 第5期,https://cfss.cc/api/kg/A455C24F43DE4DB6FBD839E53FF6CB51.mp4
金志文 - 远走高飞 - 2017酷狗星乐坊现场,https://cfss.cc/api/kg/EDD649520DEAA64E5B3FC4B119A8C5DC.mp4
金志文、赖美云、美好的时光 - 远走高飞 - 《美好的时光》第9期,https://cfss.cc/api/kg/DF35D0BE00CA6ADEADF903A16C7E6FB1.mp4
金志文、李雪琴、孟鹤堂 - 乘风破浪 - 酸菜缸版)(2022今天有演出现场,https://cfss.cc/api/kg/0FACFE3535BE76A5CFF0221A599A03C5.mp4
金志文 - 太傻 - 现场版,https://cfss.cc/api/kg/CD33F37BF8453FC1CE003543C1FF7D6F.mp4
金志文、云朵 - 远走高飞 - 精彩音乐汇之2018乐享汇云朵演唱会现场,https://cfss.cc/api/kg/CCE0F7E7720CCD6CBAF4BAA391FA69D1.mp4
寒月 - 金志文 中国好声音 空城,https://cfss.cc/api/kg/84F965AE7D77AFC60C7E8F1BC508D596.mp4
金志文、徐佳莹 - 远走高飞 - KTV版,https://cfss.cc/api/kg/345DC3B6F6A34AA0A141476A543A3BEC.mp4
小李子 - 金志文好声音演唱《为爱痴狂》，一开口就沦陷 - 金志文,https://cfss.cc/api/kg/994E12C0778BCFF788ACAA318A44525F.mp4
金志文 - 最浪漫的事 - CCTV精彩音乐汇现场,https://cfss.cc/api/kg/D7F66426B5FBF3DB43C5918003B954D1.mp4
金志文 - 自娱自乐 - 2021中国好声音 国庆晚会,https://cfss.cc/api/kg/0D3DC304D11F77A7A27B18A104FEFBF3.mp4
李雪琴、孟鹤堂、金志文 - 乘风破浪 - 2022开播！情景喜剧现场,https://cfss.cc/api/kg/96FBBBDCEE675A35F2A3EA0402AEA57C.mp4
金志文、经典咏流传 - 关关雎鸠 - 经典咏流传 第十期,https://cfss.cc/api/kg/CE1B819DBF116C7DC90BB9C6B9FDA2A2.mp4
金志文、中国好声音 - 为爱疯狂 - 中国好声音现场,https://cfss.cc/api/kg/3D6B801B1D2A75E5770359AD57E501E9.mp4
金志文、杨丞琳、蒙面唱将猜猜猜 - 我好想你 - 蒙面唱将猜猜猜 第四期,https://cfss.cc/api/kg/C8784D37E7806DF41721430674E974E5.mp4
关喆、金志文 - 老友记,https://cfss.cc/api/kg/597F20D83B4EA6178EF0553A9AF71A91.mp4
金志文-没那么简单,http://em.21dtv.com/songs/60070909.mkv
金志文-虽然前途未卜我愿陪你吃土,http://em.21dtv.com/songs/60146760.mkv
金志文-给我一点寂寞的时间,http://em.21dtv.com/songs/60146758.mkv
金志文-永不消逝,http://em.21dtv.com/songs/60146757.mkv
金志文-哭给你听,http://em.21dtv.com/songs/60146756.mkv
金志文+徐佳莹-远走高飞,http://em.21dtv.com/songs/60145701.mkv
金志文-我们的爱,http://em.21dtv.com/songs/60144050.mkv
金志文-明天,http://em.21dtv.com/songs/60139194.mkv
金志文-一望千年,http://em.21dtv.com/songs/60139193.mkv
金志文+黄绮珊-梨花又开放,http://em.21dtv.com/songs/60138156.mkv
金志文-那片星空那片海,http://em.21dtv.com/songs/60138155.mkv
金志文-等待,http://em.21dtv.com/songs/60138154.mkv
金志文-一样的月光,http://em.21dtv.com/songs/60138153.mkv
徐佳莹+金志文-一样的月光,http://em.21dtv.com/songs/60137620.mkv
金志文+周蕙-不爱了也是一种爱,http://em.21dtv.com/songs/60136966.mkv
金志文-远走高飞,http://em.21dtv.com/songs/60136965.mkv
金志文-不爱了也是一种爱,http://em.21dtv.com/songs/60136964.mkv
金志文-我天空中的那颗superstar,http://em.21dtv.com/songs/60135844.mkv
金志文-Its Time To Play,http://em.21dtv.com/songs/60131905.mkv
金志文-夏洛特烦恼,http://em.21dtv.com/songs/60118109.mkv
金志文-往事只能回味,http://em.21dtv.com/songs/60121027.mkv
金志文-下一站我是你的依靠,http://em.21dtv.com/songs/60121025.mkv
金志文+苏运莹+王晰-为你而唱,http://em.21dtv.com/songs/60121030.mkv
金志文-卡拉不OK,http://em.21dtv.com/songs/60106339.mkv
金志文-写给初恋的一封信,http://em.21dtv.com/songs/60106338.mkv
王旭东+金志文-我依然奔跑在路上,http://em.21dtv.com/songs/60113864.mkv
金志文-SuperBoy,http://em.21dtv.com/songs/60099557.mkv
金志文-我想大声告诉你,http://em.21dtv.com/songs/60063935.mkv
金志文-让我一次爱个够,http://em.21dtv.com/songs/60117296.mkv
金志文-Racheal,http://em.21dtv.com/songs/60123258.mkv
金志文-抓紧我放弃我,http://em.21dtv.com/songs/60130809.mkv
金志文+莫龙丹-一首简单的歌,http://em.21dtv.com/songs/60097705.mkv
吉娜+金志文-一个人的城市,http://em.21dtv.com/songs/60084351.mkv

吉克隽逸,#genre#
会飞的野马-吉克隽逸,http://em.21dtv.com/songs/60116625.mkv
不要怕-吉克隽逸,http://em.21dtv.com/songs/60116624.mkv
锐化-吉克隽逸,http://em.21dtv.com/songs/60116626.mkv
吉克隽逸,http://em.21dtv.com/songs/60118426.mkv
那种女孩-吉克隽逸,http://em.21dtv.com/songs/60117607.mkv
会飞的野马-吉克隽逸,http://em.21dtv.com/songs/60116625.mkv
不要怕-吉克隽逸,http://em.21dtv.com/songs/60116624.mkv
锐化-吉克隽逸,http://em.21dtv.com/songs/60116626.mkv
花儿-吉克隽逸,http://em.21dtv.com/songs/60117605.mkv
身骑白马-吉克隽逸,http://em.21dtv.com/songs/60117606.mkv
云南-吉克隽逸,http://em.21dtv.com/songs/60118427.mkv
心中太阳-吉克隽逸,http://em.21dtv.com/songs/60118428.mkv
吉克隽逸、黄龄、CORSAK胡梦周、闪光的乐队 - 杀破狼 - 闪光的乐队 第4期,https://cfss.cc/api/kg/6E7347131D931FD80BFEBE5DFA56F7AA.mp4
GAI周延、吉克隽逸、天赐的声音 - 问风 - 天赐的声音第三季 第1期,https://cfss.cc/api/kg/73631A12A35B931FEF486A250E0920CC.mp4
吉克隽逸、康姆士乐团、天赐的声音 - 被动 - 天赐的声音第三季 第3期,https://cfss.cc/api/kg/0B8D248641328118DD46DD950750AA0F.mp4
吉克隽逸、歌手 - 不要怕 - 歌手·当打之年 第9期,https://cfss.cc/api/kg/F80F84ACE0A74A54E8F6DE0AB36794E1.mp4
金志文、吉克隽逸 - 千年,https://cfss.cc/api/kg/19572E39AC00BAE498EEC74B01E60C3C.mp4
四裤全输 - 中国好声音 吉克隽逸《不要怕》20120930,https://cfss.cc/api/kg/27796A09AE6D532019F64382ECBA3B5A.mp4
GAI周延、吉克隽逸、天赐的声音 - 问风,https://cfss.cc/api/kg/967D06CA5E202F7AFCC3BD7A983ECA5C.mp4
吉克隽逸、黄龄、CORSAK胡梦周、闪光的乐队 - 杀破狼 - 闪光的乐队 第4期,https://cfss.cc/api/kg/6E7347131D931FD80BFEBE5DFA56F7AA.mp4
热门综艺精选 - 杨和苏丁丁改编吉克隽逸《彩色的黑》，神仙合作炸翻了！ 天赐的声音 【舞台】,https://cfss.cc/api/kg/95EDA7E23F0FC7133C42514EEF22C058.mp4
金志文、吉克隽逸 - 千年,https://cfss.cc/api/kg/19572E39AC00BAE498EEC74B01E60C3C.mp4
GAI周延、吉克隽逸、天赐的声音 - 问风 - 天赐的声音第三季 第1期,https://cfss.cc/api/kg/73631A12A35B931FEF486A250E0920CC.mp4
GAI周延、吉克隽逸、天赐的声音 - 问风,https://cfss.cc/api/kg/967D06CA5E202F7AFCC3BD7A983ECA5C.mp4
吉克隽逸、黄龄、CORSAK胡梦周、闪光的乐队 - 杀破狼 - 闪光的乐队 第4期,https://cfss.cc/api/kg/6E7347131D931FD80BFEBE5DFA56F7AA.mp4
吉克隽逸、康姆士乐团、天赐的声音 - 被动 - 天赐的声音第三季 第3期,https://cfss.cc/api/kg/0B8D248641328118DD46DD950750AA0F.mp4
朱一龙、吉克隽逸、刘维、李菲儿 - 梦开始的地方,https://cfss.cc/api/kg/FE99B7873A46BFE7B113040A47FA67E5.mp4
GAI周延、吉克隽逸、天赐的声音 - 问风 - 天赐的声音第三季 第1期,https://cfss.cc/api/kg/73631A12A35B931FEF486A250E0920CC.mp4
吉克隽逸-往事随风,http://em.21dtv.com/songs/60146102.mkv
吉克隽逸-一生所爱,http://em.21dtv.com/songs/60146101.mkv
吉克隽逸-空空山海,http://em.21dtv.com/songs/60143225.mkv
吉克隽逸-Now That You Can't Have Me,http://em.21dtv.com/songs/60104873.mkv
吉克隽逸-我等到花儿也谢了,http://em.21dtv.com/songs/60123734.mkv
杨宗纬+吉克隽逸-你知道你是谁SORRY,http://em.21dtv.com/songs/60098508.mkv
吉克隽逸-Lotion Song,http://em.21dtv.com/songs/60118426.mkv
吉克隽逸-Lotion Song,http://em.21dtv.com/songs/60116623.mkv
吉克隽逸-依然爱你,http://em.21dtv.com/songs/60123733.mkv
吉克隽逸-海然海然,http://em.21dtv.com/songs/60119339.mkv
吉克隽逸+山人乐队-上山下,http://em.21dtv.com/songs/60120397.mkv
吉克隽逸-傻瓜,http://em.21dtv.com/songs/60125271.mkv
吉克隽逸-冬天里的一把火,http://em.21dtv.com/songs/60069362.mkv
吉克隽逸-晨曦,http://em.21dtv.com/songs/60125272.mkv

字母K

字母L
蓝琪儿,#genre#
火火的爱.蓝琪儿,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzsXE4gUorZf38wc.mp4
Wu远江 - 蓝琪儿 - 不浪漫的罪 (DJ何鹏版) 想陪你走完千山和万水 谁知天公偏偏不作美,https://cfss.cc/api/kg/C5F2A0E71DE3475B561F9E0312587A89.mp4
半吨先生 - 蓝琪儿 - 《不浪漫的罪》 (DJ何鹏版) #不浪漫的罪dj版,https://cfss.cc/api/kg/0296D61020187921FC9A0E3E7727524D.mp4
蓝琪儿-天蓝蓝水蓝蓝,http://em.21dtv.com/songs/60143899.mkv
蓝琪儿-五星红旗在雪域上飘扬,http://em.21dtv.com/songs/60143898.mkv
蓝琪儿-纵横天涯,http://em.21dtv.com/songs/60139081.mkv

老狼,#genre#
老狼、任素汐 - 我要你 - 《驴得水》电影主题曲,https://cfss.cc/api/kg/B13292553C26F71EE9FAF510DA8A5E23.mp4
老狼、王婧 - 想把我唱给你听,https://cfss.cc/api/kg/8DD04113CD93F579E4FE06ABD04D85B7.mp4
热门综艺精选 - 郑钧、老狼《灰姑娘》《恋恋风尘》《恋曲1980》湖南卫视818晚会,https://cfss.cc/api/kg/D57B4058F51D3BEB6CE523AF8C619132.mp4
老狼 - 同桌的你,https://cfss.cc/api/kg/3F14C272DDFFC84967F1D4D25BE33250.mp4
老狼、王婧 - 想把我唱给你听,https://cfss.cc/api/kg/F2EE6F16870883EBAB7B3BB1A4E2604C.mp4
老狼 - 米店 - 2016我是歌手第四季总决赛现场,https://cfss.cc/api/kg/A4BAE3F84DF76D425DD91E64FF033788.mp4
老狼、中国摇滚天团 - 礼物 - 2016我是歌手第四季总决赛现场,https://cfss.cc/api/kg/52BE13C3FD50D17FC464404E75842F7B.mp4
老狼 - 在劫难逃 (“I Do致青春”音为走心演唱会),https://cfss.cc/api/kg/9194E201C92C460F1E93CD3F9B70A889.mp4
老狼、任素汐 - 我要你,https://cfss.cc/api/kg/3FA5387EA7C7AE9807E338B473E8F4EE.mp4
老狼、任素汐 - 我要你 - 《驴得水》电影主题曲,https://cfss.cc/api/kg/B13292553C26F71EE9FAF510DA8A5E23.mp4
老狼、李健、水木年华、叶世荣 - 青春再见 - 《怒放之青春再见》主题曲,https://cfss.cc/api/kg/BEA4AF2E89914AA431278F3E618AC099.mp4
老狼 - 虎口脱险,https://cfss.cc/api/kg/F42F1AD48ABE1FFC8B26EE7BAFB56615.mp4
老狼、我是歌手 - 米店 - 我是歌手第四季 总决赛,https://cfss.cc/api/kg/DD17CBFD5ED0B3A95C39C792D12337F2.mp4
老狼 - 同桌的你 - KTV版,https://cfss.cc/api/kg/1E32ADA10A82DB75F967FA6CD8CE92C3.mp4
老狼、河乐队、边走边唱 第二季 - 秋柳 - 2022边走边唱第二季 第1期,https://cfss.cc/api/kg/A6215EEE2799846A1432DA90A245A026.mp4
老狼、我是歌手 - 旅途 (我是歌手第四季 第10期),https://cfss.cc/api/kg/4BB27BC38FBD522D1BF2536EFDFAC2EA.mp4
老狼 - 恋恋风尘 - KTV版,https://cfss.cc/api/kg/92E6C7D30350D86F8150814C28D4E344.mp4
热门综艺精选 - 郑钧、老狼《灰姑娘》《恋恋风尘》《恋曲1980》湖南卫视818晚会,https://cfss.cc/api/kg/D57B4058F51D3BEB6CE523AF8C619132.mp4
老狼、小柯、月亮姐姐、龙洋 - 想把我唱给你听 - 这young的夏天——2022夏日歌会,https://cfss.cc/api/kg/DAA7358220EF94CC8599112D786ADA82.mp4
王筝、老狼、小柯、曹方 - 想把我唱给你听,https://cfss.cc/api/kg/9DFE72BE3709AA5E165810573B61E749.mp4
甄强-孤独的老狼,http://em.21dtv.com/songs/60136737.mkv
老狼-模范情书,http://em.21dtv.com/songs/60117985.mkv
老狼-只有你陪我一起唱歌,http://em.21dtv.com/songs/60091887.mkv
老狼-一个北京人在北京,http://em.21dtv.com/songs/60052949.mkv
老狼-睡在我上铺的兄弟,http://em.21dtv.com/songs/60040299.mkv
老狼-关于现在关于未来,http://em.21dtv.com/songs/60089447.mkv
老狼-想问你,http://em.21dtv.com/songs/60117984.mkv
老狼+王婧-想把我唱给你听(演唱会),http://em.21dtv.com/songs/60067629.mkv
老狼-米店,http://em.21dtv.com/songs/60120861.mkv
老狼+中国摇滚天团-礼物,http://em.21dtv.com/songs/60120863.mkv
艾莉莎-老狼老狼几点啦,http://em.21dtv.com/songs/60026353.mkv
老狼-百分之百的女孩,http://em.21dtv.com/songs/60009773.mkv

利慧君,#genre#
彩云伴海鸥_利慧君,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgh-DW4gUorLTkvAU.mp4
利慧君 - 带刺的玫瑰,https://cfss.cc/api/kg/11351FFCEDC476F1F4C25D437906F814.mp4
利慧君 - 一人有一个梦想,https://cfss.cc/api/kg/95DC1858E43F26ED93E956AF9E7846AA.mp4
利慧君 - 初恋情人,https://cfss.cc/api/kg/37AC32386CDD2EA050313C30BE3AFD46.mp4
群星、歌唱家小萍萍吴泓君、天翔、利慧君 - 十方财神大拜年,https://cfss.cc/api/kg/16A8D5AF03E2A0DD8043D06541A80886.mp4
利慧君 - 彩云伴海鸥,https://cfss.cc/api/kg/53D75A15EDD8A1485D6373084EA9AFA6.mp4
利慧君 - 又是细雨,https://cfss.cc/api/kg/1E53BD9563AC96F8FA1E4037041025C4.mp4
利慧君 - 一人有一个梦想 - 粤语版,https://cfss.cc/api/kg/8E6CFB4E883C09BAE8AF2E7C22625B23.mp4

李健,#genre#
孙俪、李健 - 风吹麦浪 - 2013央视春晚,https://cfss.cc/api/kg/D797DBBD0B55D502E64234D7E67885F0.mp4
爱豆圈 - 李健《消失的月光》2022李健“向往”线上音乐会,https://cfss.cc/api/kg/852662AC215D72AF7DA1476B4460459B.mp4
莳绱筅笙 - 丹麦国宝级乐队迈克学摇滚演唱李健《传奇》英文版，听得心都化了 - 李健,https://cfss.cc/api/kg/A6950EA9CF6847AC3FA52BBB0DAB48C6.mp4
李健、岳云鹏 - 女儿情 - 现场版,https://cfss.cc/api/kg/B3BBE9805B31226694A8B73AB43BF615.mp4
名字12268781 - 【歌手】李健完美改造韩流金曲《假如爱有天意》,https://cfss.cc/api/kg/4D34D4C0CBEA4EE3C4440FBE472A4381.mp4
李健 - 贝加尔湖畔,https://cfss.cc/api/kg/5383487A30C83219BE8486D3B33889B1.mp4
李健 - 传奇 - 2016江苏卫视跨年演唱会现场,https://cfss.cc/api/kg/BF8ABA609FAA41E898781B3B0BD3449D.mp4
李健 - 假如爱有天意 - 《太平轮•彼岸》电影推广曲,https://cfss.cc/api/kg/0664A2B7CF163704B4FCBC8FACE902DA.mp4
孙俪、李健 - 风吹麦浪 - 2013央视春晚,https://cfss.cc/api/kg/D797DBBD0B55D502E64234D7E67885F0.mp4
吴秀波、李健 - 爱江山更爱美人+一剪梅 - 跨界歌王第三季 第12期,https://cfss.cc/api/kg/90E5CE7AC6CEFF964EE1716127DD665B.mp4
李健 - 假如爱有天意 - 我是歌手第三季 第十二期,https://cfss.cc/api/kg/5B841A450BF9FED1E502B1AC453A63E1.mp4
李健、水木年华 - 一生有你 - 2008完美坚持演唱会,https://cfss.cc/api/kg/4C5A03C09F780F388256D02755AE31D1.mp4
李健 - 风吹麦浪 - KTV版,https://cfss.cc/api/kg/82100D3B846D3E8D436C2A16F6815353.mp4
李健、旦增尼玛、2018中国好声音 - 水流众生 + Pi's Lullaby - 2018中国好声音 第13期,https://cfss.cc/api/kg/90F666446C6796A3EBA2D281457CD3ED.mp4
李健、我是歌手 - 红豆曲＋一生所爱 - 歌手2017 第十期,https://cfss.cc/api/kg/07CF219BA3EF2760502E0ED879C90492.mp4
梁博、李健 - 不期而遇 - 2019北京演唱会Encore场,https://cfss.cc/api/kg/83E584B2F0D200A5E9556A31EAFFED5C.mp4
方大同、萧敬腾、李健 - 爱爱爱 + 向往 + 收藏 + 我是火焰 - 2011央视兔年春节联欢晚会,https://cfss.cc/api/kg/EC7054FE01419C4A08C97BC815A013F3.mp4
李健、塔斯肯、朱克、我爱好声音 - 传奇 - 2014我爱好声音第七期现场,https://cfss.cc/api/kg/50E2E18C78148FE95EF5FE9D409DED21.mp4
我朋友是个奇葩 - 好声音藏族小伙旦增尼玛深情演绎《莫尼山》，为李健老师的战队抢到一个进入七强的名额，歌声真的很感人！,https://cfss.cc/api/kg/96EECAFA85A8FC20B800F5FB014E19E6.mp4
博生记 - 朗朗上口 韵味十足 自信感爆棚 实实在在的中国风#音乐 #不修 #中国好声音 #房田立 #李健 #这首歌一开口就瞬间破防,https://cfss.cc/api/kg/B578290F7964BF36C02A5E462768830C.mp4
叫我老伯 - 李健——《贝加尔湖畔》钢琴教学视频，零基础也能轻松学,https://cfss.cc/api/kg/9A4ABB34567192F27DFFB1E6EC201C4A.mp4
李健、旦增尼玛、2018中国好声音 - 水流众生 + Pi's Lullaby - 2018中国好声音 第13期,https://cfss.cc/api/kg/90F666446C6796A3EBA2D281457CD3ED.mp4
携手游人间 - 中国好声音菜鸟导师李健首次担任，培养出个悲催的冠军,https://cfss.cc/api/kg/6BAD0442D268E05D0C16FA0F2C6BF9B1.mp4
赵海伟+李健-兄弟有没有想家,http://em.21dtv.com/songs/60146706.mkv
李健-等爱的人,http://em.21dtv.com/songs/60146384.mkv
李健-梦中的娘,http://em.21dtv.com/songs/60146383.mkv
李健-矜持,http://em.21dtv.com/songs/60137696.mkv
李健达+张锦程-好朋友,http://em.21dtv.com/songs/60136560.mkv
李健-Love is over,http://em.21dtv.com/songs/60135352.mkv
李健-Feeling Good,http://em.21dtv.com/songs/60120604.mkv
李健+吴秀波-朋友 和自己赛跑的人,http://em.21dtv.com/songs/60110265.mkv
李健-今天是你的生日，妈妈,http://em.21dtv.com/songs/60108559.mkv
李健-故乡山川 乌苏里船歌,http://em.21dtv.com/songs/60110263.mkv
