欢乐家长群,#genre#
第46集,https://v9.dious.cc/20231118/yhYml5o8/index.m3u8
第47集,https://v9.dious.cc/20231118/WKsayO4L/index.m3u8
第48集,https://v9.dious.cc/20231118/xnnYIt63/index.m3u8
第49集,https://v9.dious.cc/20231118/EP7fHbLK/index.m3u8
第50集,https://v9.dious.cc/20231118/bGf1Lo6O/index.m3u8
第51集,https://v9.dious.cc/20231118/abEArqi2/index.m3u8
第52集,https://v9.dious.cc/20231118/H1bgiFsz/index.m3u8
第53集,https://v9.dious.cc/20231118/4NTwmbyO/index.m3u8
第54集,https://v9.dious.cc/20231118/LaySH7S7/index.m3u8
第55集,https://v9.dious.cc/20231118/ZETlYSsa/index.m3u8
第56集,https://v9.dious.cc/20231118/yliWod9h/index.m3u8
第57集,https://v9.dious.cc/20231118/N3pTfe32/index.m3u8
第58集,https://v9.dious.cc/20231118/ECbGcyBB/index.m3u8
第59集,https://v9.dious.cc/20231118/L4JNLV7q/index.m3u8
第60集,https://v9.dious.cc/20231118/GVeMMmYc/index.m3u8
第61集,https://v9.dious.cc/20231118/zi5Qg4Bl/index.m3u8
第62集,https://v9.dious.cc/20231118/u7DFlTD3/index.m3u8

美剧浴血黑帮第五季,#genre#
1,https://ikcdn01.ikzybf.com/20221011/iEDpr3m2/2000kb/hls/index.m3u8
2,https://ikcdn01.ikzybf.com/20221011/l3mkoXdw/2000kb/hls/index.m3u8
3,https://ikcdn01.ikzybf.com/20221011/PBiuJXcQ/2000kb/hls/index.m3u8
4,https://ikcdn01.ikzybf.com/20221011/0VcJuNQV/2000kb/hls/index.m3u8
5,https://ikcdn01.ikzybf.com/20221011/jXkGW3J8/2000kb/hls/index.m3u8
6,https://ikcdn01.ikzybf.com/20221011/E8fRRvqp/2000kb/hls/index.m3u8


狂飙,#genre#
第01集,https://v8.dious.cc/20230114/6PlXdjai/index.m3u8
第02集,https://v8.dious.cc/20230114/njoQOGgt/index.m3u8
第03集,https://v8.dious.cc/20230114/ybPWaB67/index.m3u8
第04集,https://v8.dious.cc/20230114/68vIuLZg/index.m3u8
第05集,https://v8.dious.cc/20230114/rWd1ZaKm/index.m3u8
第06集,https://v8.dious.cc/20230115/9fxcYJjF/index.m3u8
第07集,https://v8.dious.cc/20230115/DtfDP0UN/index.m3u8
第08集,https://v8.dious.cc/20230116/LQlEMeRi/index.m3u8
第09集,https://v8.dious.cc/20230116/rF9Fq0JC/index.m3u8
第10集,https://v8.dious.cc/20230117/UGPtWNlC/index.m3u8
第11集,https://v8.dious.cc/20230117/f7KCAFVf/index.m3u8
第12集,https://v8.dious.cc/20230118/aJ8Xncev/index.m3u8
第13集,https://v8.dious.cc/20230118/ZkZzqi3s/index.m3u8
第14集,https://v8.dious.cc/20230119/vATj1Ijy/index.m3u8
第15集,https://v8.dious.cc/20230119/MgK4JbKU/index.m3u8
第16集,https://v8.dious.cc/20230120/L8Fwn9w4/index.m3u8
第17集,https://v8.dious.cc/20230121/lxxE9HKl/index.m3u8
第18集,https://v8.dious.cc/20230122/xBtQDPAR/index.m3u8
第19集,https://v8.dious.cc/20230122/JY1JnmZ6/index.m3u8
第20集,https://v8.dious.cc/20230123/qzLmTj4l/index.m3u8
第21集,https://v8.dious.cc/20230123/6Ac1SDZj/index.m3u8
第22集,https://v8.dious.cc/20230124/uBdH0hH6/index.m3u8
第23集,https://v8.dious.cc/20230124/0XjRL43o/index.m3u8
第24集,https://v8.dious.cc/20230125/9KVqPCLj/index.m3u8
第25集,https://v8.dious.cc/20230125/9xrXgAZO/index.m3u8
第26集,https://v8.dious.cc/20230126/EllDins4/index.m3u8
第27集,https://v8.dious.cc/20230126/pAWV504F/index.m3u8
第28集,https://v8.dious.cc/20230127/uk8nQOZC/index.m3u8
第29集,https://v8.dious.cc/20230127/DWL8rDXf/index.m3u8
第30集,https://v8.dious.cc/20230128/jgHdAVSu/index.m3u8
第31集,https://v8.dious.cc/20230128/OpSxFyHO/index.m3u8
第32集,https://v8.dious.cc/20230129/CNvhCaGv/index.m3u8
第33集,https://v8.dious.cc/20230129/k7INwHW5/index.m3u8
第34集,https://v8.dious.cc/20230130/LcaJl0TR/index.m3u8
第35集,https://v8.dious.cc/20230130/MfoOUkCY/index.m3u8
第36集,https://v8.dious.cc/20230131/zqc5CGLL/index.m3u8
第37集,https://v8.dious.cc/20230131/d1gYb4wy/index.m3u8
第38集,https://v8.dious.cc/20230201/vomKZOeg/index.m3u8
第39集,https://v8.dious.cc/20230201/VVee40ty/index.m3u8

南来北往,#genre#
第01集,https://v10.dious.cc/20240206/MZy2Yxv2/index.m3u8
第02集,https://v10.dious.cc/20240206/fxFCFNVl/index.m3u8
第03集,https://v10.dious.cc/20240206/k7HoVxO7/index.m3u8
第04集,https://v10.dious.cc/20240206/RDmNs47H/index.m3u8
第05集,https://v10.dious.cc/20240207/E6HArq5y/index.m3u8
第06集,https://v10.dious.cc/20240207/oTZn5XIM/index.m3u8
第07集,https://v10.dious.cc/20240208/iXaEEPOm/index.m3u8
第08集,https://v10.dious.cc/20240208/e1LcGP1T/index.m3u8
第09集,https://v10.dious.cc/20240209/BjzkCi1S/index.m3u8
第10集,https://v10.dious.cc/20240210/M4BvTwQX/index.m3u8
第11集,https://v10.dious.cc/20240210/mjWlaR7x/index.m3u8
第12集,https://v10.dious.cc/20240211/fGQE58l1/index.m3u8
第13集,https://v10.dious.cc/20240211/QXPNCWkd/index.m3u8
第14集,https://v10.dious.cc/20240212/GwvDr72a/index.m3u8
第15集,https://v10.dious.cc/20240212/KNK4mZqR/index.m3u8
第16集,https://v10.dious.cc/20240213/oPNl2a7p/index.m3u8
第17集,https://v10.dious.cc/20240213/OaJE9uOR/index.m3u8
第18集,https://v10.dious.cc/20240214/1moKT3xn/index.m3u8
第19集,https://v10.dious.cc/20240215/WrlqBsGQ/index.m3u8
第20集,https://v10.dious.cc/20240215/DYWF6hef/index.m3u8
第21集,https://v10.dious.cc/20240216/zFWFOiBq/index.m3u8
第22集,https://v10.dious.cc/20240216/7OzU5bWS/index.m3u8
第23集,https://v10.dious.cc/20240217/BscWlzR6/index.m3u8
第24集,https://v10.dious.cc/20240217/1CnhF9Ix/index.m3u8
第25集,https://v10.dious.cc/20240218/KB5gjg5J/index.m3u8
第26集,https://v10.dious.cc/20240218/sInRIrL0/index.m3u8
第27集,https://v10.dious.cc/20240219/EFA5co3X/index.m3u8
第28集,https://v10.dious.cc/20240219/0uZ53z4B/index.m3u8
第29集,https://v10.dious.cc/20240220/6mKTIGUu/index.m3u8
第30集,https://v10.dious.cc/20240220/yrr533k7/index.m3u8
第31集,https://v10.dious.cc/20240221/io8dxiO2/index.m3u8
第32集,https://v10.dious.cc/20240221/xsJHdTbu/index.m3u8
第33集,https://v10.dious.cc/20240222/TuSso1Bk/index.m3u8
第34集,https://v10.dious.cc/20240222/o4mOCjkx/index.m3u8
第35集,https://v10.dious.cc/20240223/uvLftIiw/index.m3u8
第36集,https://v10.dious.cc/20240223/SoFC90xv/index.m3u8
第37集,https://v10.dious.cc/20240224/qm1lIbMq/index.m3u8
第38集,https://v10.dious.cc/20240224/Xmu2hncg/index.m3u8
第39集,https://v10.dious.cc/20240225/JKlF0h29/index.m3u8
番外01,https://v10.dious.cc/20240226/Jd1zVrGU/index.m3u8
番外02,https://v10.dious.cc/20240226/XYlbxdQg/index.m3u8
番外03,https://v10.dious.cc/20240226/jv2xAwvr/index.m3u8
番外04,https://v10.dious.cc/20240226/KQai4DRp/index.m3u8
喜乐会,https://v10.dious.cc/20240226/NQgV5Wpf/index.m3u8


绝代双骄1988(国语)
1,https://cdn.wls911.com:777/fDv7gmdY/index.m3u8
2,https://cdn.wls911.com:777/CwH52cWE/index.m3u8
3,https://cdn.wls911.com:777/LrDJaobz/index.m3u8
4,https://cdn.wls911.com:777/oIyrRNbQ/index.m3u8
5,https://cdn.wls911.com:777/KVN2J7B1/index.m3u8
6,https://cdn.wls911.com:777/UGN3wJup/index.m3u8
7,https://cdn.wls911.com:777/FV1Qj2it/index.m3u8
8,https://cdn.wls911.com:777/ilWckaNB/index.m3u8
9,https://cdn.wls911.com:777/vXSOH3UT/index.m3u8
10,https://cdn.wls911.com:777/TZ3xGacF/index.m3u8
11,https://cdn.wls911.com:777/V2LKsj3y/index.m3u8
12,https://cdn.wls911.com:777/8nPvgwDr/index.m3u8
13,https://cdn.wls911.com:777/2Ao1wirM/index.m3u8
14,https://cdn.wls911.com:777/ShqTUM8a/index.m3u8
15,https://cdn.wls911.com:777/poMOWk0Y/index.m3u8
16,https://cdn.wls911.com:777/gXIKGaZ9/index.m3u8
17,https://cdn.wls911.com:777/APFoLD47/index.m3u8
18,https://cdn.wls911.com:777/Lel3uYkz/index.m3u8
19,https://cdn.wls911.com:777/yTWNEtk2/index.m3u8
20,https://cdn.wls911.com:777/TJdu9m2x/index.m3u8













